transitive	salim	Table-base
عَبُدَ	3	ل
عَبِدَ	3	ل
عَبَّدَ	4	م
أَعْبَدَ	4	ل/م
تَعَبَّدَ	5	ل/م
اِعْتَبَدَ	5	م
اِسْتَعْبَدَ	6	م
عَبَرَ	3	ل/م
عَبِرَ	3	ل
عَبَّرَ	4	ل/م
اِعْتَبَرَ	5	م/ل
اِسْتَعْبَرَ	6	ل/م
عَبَسَ	3	ل
عَبِسَ	3	ل
عَبَّسَ	4	ل
تَعَبَّسَ	5	ل
عَبَطَ	3	ل/م
أَعْبَطَ	4	م
اِعْتَبَطَ	5	م
عَبِقَ	3	ل
عَبَّقَ	4	م
تَعَبَّقَ	5	ل
عَبَلَ	3	ل/م
عَبُلَ	3	ل
عَبِلَ	3	ل
أَعْبَلَ	4	ل
عَبا	3	ل/م
عَبَّى	4	م
عَتَبَ	3	ل/م
عَتَّبَ	4	ل/م
عاتَبَ	4	م
أَعْتَبَ	4	م/ل
تَعَتَّبَ	5	ل/م
تَعاتَبَ	5	ل
اِعْتَتَبَ	5	ل/م
اِسْتَعْتَبَ	6	م
عَتَّ	3	م
عَتَّ	3	ل
عاتَّ	4	م
تَعَتَّتَ	5	ل
عَتُدَ	3	ل
أَعْتَدَ	4	م
تَعَتَّدَ	5	ل
عَتَرَ	3	ل
عَتَقَ	3	ل
عَتُقَ	3	ل
عَتَّقَ	4	م
أَعْتَقَ	4	م
عَتَكَ	3	ل/م
عَتَلَ	3	م
عَتِلَ	3	ل
تَعَتَّلَ	5	ل
اِنْعَتَلَ	5	ل
عَتَمَ	3	ل/م
عَتَّمَ	4	ل/م
أَعْتَمَ	4	ل/م
اِسْتَعْتَمَ	6	م
عَتَهَ	3	-
عَتِهَ	3	ل
تَعَتَّهَ	5	ل
عَتا	3	ل
تَعَتَّى	5	ل
عَثَّ	3	م
عَثَّثَ	4	ل
عاثَّ	4	ل
اِعْتَثَّ	5	م
عَثَرَ	3	ل
عَثَّرَ	4	م
أَعْثَرَ	4	ل/م
تَعَثَّرَ	5	ل
عَثَلَ	3	ل
عَثِلَ	3	ل
عَثَمَ	3	ل/م
عَثِمَ	3	ل
عَثَّمَ	4	م
أَعْثَمَ	4	م
اِعْتَثَمَ	5	ل/م
عَثَنَ	3	ل/م
عَثِنَ	3	ل
عَثَّنَ	4	ل/م
عَثا	3	ل
عَثِيَ	3	ل
عَجِبَ	3	ل
عَجَّبَ	4	م
أَعْجَبَ	4	م
تَعَجَّبَ	5	ل/م
اِسْتَعْجَبَ	6	ل
عَجَّ	3	ل
عَجَّجَ	4	م
أَعَجَّ	4	ل
تَعَجَّجَ	5	ل
عَجَرَ	3	ل/م
عَجِرَ	3	ل
عاجَرَ	4	ل
تَعَجَّرَ	5	ل
اِعْتَجَرَ	5	ل
عَجَزَ	3	ل
عَجُزَ	3	ل
عَجِزَ	3	ل
عَجَّزَ	4	ل/م
عاجَزَ	4	ل/م
أَعْجَزَ	4	ل/م
عَجَفَ	3	م
عَجُفَ	3	ل
عَجِفَ	3	ل
عَجَّفَ	4	م
أَعْجَفَ	4	ل/م
عَجِلَ	3	ل/م
عَجَّلَ	4	ل/م
عاجَلَ	4	م
أَعْجَلَ	4	ل/م
تَعَجَّلَ	5	ل/م
اِسْتَعْجَلَ	6	ل/م
عَجَمَ	3	م
عَجُمَ	3	ل
عَجَّمَ	4	م
أَعْجَمَ	4	م
تَعاجَمَ	5	ل
اِسْتَعْجَمَ	6	ل
عَجَنَ	3	ل/م
أَعْجَنَ	4	ل
اِعْتَجَنَ	5	م
عَجا	3	م
عَجِيَ	3	ل
عَجَّى	4	م
عاجَىَ	4	م
عَدَّ	3	م
عَدَّدَ	4	م/ل
عادَّ	4	م
تَعَدَّدَ	5	ل
تَعادَّ	5	ل
اِعْتَدَّ	5	ل/م
اِسْتَعَدَّ	6	ل
عَدَسَ	3	ل/م
عَدَلَ	3	ل/م
عَدُلَ	3	ل
عَدَّلَ	4	م
عادَلَ	4	ل/م
تَعادَلَ	5	ل
اِعْتَدَلَ	5	ل
عَدِمَ	3	م
أَعْدَمَ	4	ل/م
عَدَنَ	3	ل/م
عَدَّنَ	4	م
عَدا	3	ل/م
عَدَّى	4	ل/م
عادَى	4	م/ل
أَعْدَى	4	م
تَعَدَّى	5	ل/م
تَعادَى	5	ل
اِعْتَدَى	5	ل/م
اِسْتَعْدَى	6	م
عَذَبَ	3	ل/م
عَذُبَ	3	ل
عَذَّبَ	4	م
أَعْذَبَ	4	ل/م
اِعْتَذَبَ	5	ل
اِسْتَعْذَبَ	6	ل/م
اِعْذَوْذَبَ	6	ل
عَذَرَ	3	ل/م
عَذَّرَ	4	ل/م
أَعْذَرَ	4	ل/م
تَعَذَّرَ	5	ل
اِعْتَذَرَ	5	ل/م
اِسْتَعْذَرَ	6	ل
عَذَفَ	3	ل
عَذَقَ	3	م
عَذَّقَ	4	م
عَذَلَ	3	م
عَذَّلَ	4	م
تَعَذَّلَ	5	ل
تَعاذَلَ	5	ل
اِعْتَذَلَ	5	ل
عَذا	3	ل
اِسْتَعْذَى	6	م
عَرُبَ	3	ل
عَرِبَ	3	ل
عَرَّبَ	4	ل/م
أَعْرَبَ	4	ل/م
تَعَرَّبَ	5	ل
اِسْتَعْرَبَ	6	ل
عَرَجَ	3	ل
عَرِجَ	3	ل
عَرَّجَ	4	ل/م
أَعْرَجَ	4	م
تَعَرَّجَ	5	ل
تعارَجَ	5	ل
اِنْعَرَجَ	5	ل
عَرَدَ	3	ل/م
عَرِدَ	3	ل
عَرَّدَ	4	ل
أَعْرَدَ	4	ل
عَرَّ	3	ل
عَرَّ	3	م
عَرَّ	3	ل
عَرَّرَ	4	م
عارَّ	4	ل/م
تَعارَّ	5	ل
اِعْتَرَّ	5	م/ل
اِسْتَعَرَّ	6	م
عَرَسَ	3	ل/م
عَرِسَ	3	ل
عَرَّسَ	4	ل
أَعْرَسَ	4	ل/م
تَعَرَّسَ	5	ل
عَرَشَ	3	ل
عَرَّشَ	4	ل/م
تَعَرَّشَ	5	ل
اِعْتَرَشَ	5	ل
عَرَصَ	3	ل
عَرِصَ	3	ل
عَرَّصَ	4	م
أَعْرَصَ	4	ل
اِعْتَرَصَ	5	ل
عَرَضَ	3	ل/م
عَرُضَ	3	ل
عَرَّضَ	4	م/ل
عارَضَ	4	ل/م
أَعْرَضَ	4	ل/م
تَعَرَّضَ	5	ل/م
تَعارَضَ	5	ل
اِعْتَرَضَ	5	ل/م
اِسْتَعْرَضَ	6	ل/م
عَرَفَ	3	ل
عَرَفَ	3	ل/م
عَرُفَ	3	ل
عَرِفَ	3	ل
عَرَّفَ	4	ل/م
أَعْرَفَ	4	ل
تَعَرَّفَ	5	ل/م
تَعارَفَ	5	ل
اِعْتَرَفَ	5	ل/م
اِسْتَعْرَفَ	6	ل
عَرَقَ	3	ل
عَرَقَ	3	م
عَرِقَ	3	ل
عَرَّقَ	4	ل/م
عارَقَ	4	م
أَعْرَقَ	4	ل/م
تَعَرَّقَ	5	ل/م
اِعْتَرَقَ	5	م
اِسْتَعْرَقَ	6	ل
عَرَكَ	3	م
عَرِكَ	3	ل
عارَكَ	4	م
تَعارَكَ	5	ل
اِعْتَرَكَ	5	ل
عَرَمَ	3	ل/م
عَرُمَ	3	ل
عَرِمَ	3	ل
عَرَّمَ	4	م
عارَمَ	4	م
تَعَرَّمَ	5	ل
اِعْتَرَمَ	5	ل/م
عَرُنَ	3	ل
عارَنَ	4	م
أَعْرَنَ	4	ل
عَرا	3	ل/م
عَرَّى	4	م
أَعْرَى	4	م
تَعَرَّى	5	ل
اِعْرَوْرَى	6	ل/م
عَزَّبَ	4	ل/م
أَعْزَبَ	4	ل/م
تَعَزَّبَ	5	ل
عَزَرَ	3	م
عَزَّرَ	4	م
عَزَّ	3	ل
عَزَّ	3	م
عَزَّزَ	4	م
عازَّ	4	م
أَعَزَّ	4	م
تَعَزَّزَ	5	ل
اِعْتَزَّ	5	ل
اِسْتَعَزَّ	6	ل
عَزَفَ	3	ل
عَزَّفَ	4	ل
أَعْزَفَ	4	ل
تَعازَفَ	5	ل
عَزَقَ	3	م
عَزِقَ	3	ل
أَعْزَقَ	4	ل
عَزَلَ	3	م
تَعَزَّلَ	5	م/ل
تَعازَلَ	5	ل
اِنْعَزَلَ	5	ل
اِعْتَزَلَ	5	م/ل
عَزَمَ	3	ل/م
عَزَّمَ	4	ل/م
تَعَزَّمَ	5	م
اِعْتَزَمَ	5	ل/م
عَزا	3	م
عَزَى	3	م
عَزِيَ	3	ل
عَزَّى	4	م
تَعَزَّى	5	ل
تَعازَى	5	ل
اِعْتَزَى	5	ل
عَسَبَ	3	م
أَعْسَبَ	4	ل/م
اِسْتَعْسَبَ	6	ل/م
عَسَرَ	3	ل/م
عَسُرَ	3	ل
عَسِرَ	3	ل
عَسَّرَ	4	ل/م
عاسَرَ	4	م
أَعْسَرَ	4	ل/م
تَعَسَّرَ	5	ل
تَعاسَرَ	5	ل
اِعْتَسَرَ	5	م/ل
اِسْتَعْسَرَ	6	ل
عَسَّ	3	ل/م
اِعْتَسَّ	5	ل/م
عَسَفَ	3	ل/م
عَسَّفَ	4	م
أَعْسَفَ	4	ل
تَعَسَّفَ	5	ل/م
اِنْعَسَفَ	5	ل
اِعْتَسَفَ	5	م/ل
عَسِقَ	3	ل
تَعَسَّقَ	5	ل
عَسَلَ	3	ل/م
عَسَّلَ	4	ل/م
اِسْتَعْسَلَ	6	ل
عَسَمَ	3	ل
عَسِمَ	3	ل
أَعْسَمَ	4	ل/م
اِعْتَسَمَ	5	ل/م
عَسا	3	ل
عَسَى	3	ل
عَسِيَ	3	ل
عَشُبَ	3	ل
عَشِبَ	3	ل
عَشَّبَ	4	ل
أَعْشَبَ	4	ل
تَعَشَّبَ	5	ل
اِعْتَشَبَ	5	ل
اِعْشَوْشَبَ	6	ل
عَشَرَ	3	ل/م
عَشَرَ	3	م
عَشَّرَ	4	ل/م
عاشَرَ	4	م
أَعْشَرَ	4	ل
تَعاشَرَ	5	ل
اِعْتَشَرَ	5	ل
عَشَّ	3	ل/م
عَشَّ	3	ل
عَشَّشَ	4	ل/م
أَعَشَّ	4	م
اِنْعَشَّ	5	ل
اِعْتَشَّ	5	ل
عَشِقَ	3	م/ل
عَشَّقَ	4	م
تَعَشَّقَ	5	ل/م
عَشِمَ	3	ل
تَعَشَّمَ	5	ل
عَشا	3	ل/م
عَشِيَ	3	ل
عَشَّى	4	م/ل
أَعْشَى	4	م
تَعَشَّى	5	ل
تَعاشَى	5	ل
اِعْتَشَى	5	ل/م
اِسْتَعْشَى	6	م
عَصَبَ	3	ل/م
عَصِبَ	3	ل
عَصَّبَ	4	م
تَعَصَّبَ	5	ل
اِنْعَصَبَ	5	ل
اِعْتَصَبَ	5	ل
اِعْصَوْصَبَ	6	ل
عَصَدَ	3	ل
عَصَدَ	3	م
أَعْصَدَ	4	م
عَصَرَ	3	م
عَصَّرَ	4	ل/م
عاصَرَ	4	م
أَعْصَرَ	4	ل
تَعَصَّرَ	5	ل
اِنْعَصَرَ	5	ل
اِعْتَصَرَ	5	ل/م
عَصَفَ	3	ل/م
أَعْصَفَ	4	ل
عَصَلَ	3	م
عَصِلَ	3	ل
عَصَّلَ	4	ل/م
عَصَمَ	3	ل/م
عصِمَ	3	ل
أَعْصَمَ	4	ل/م
اِنْعَصَمَ	5	ل
اِعْتَصَمَ	5	ل
اِسْتَعْصَمَ	6	ل
عَصا	3	م
عَصَى	3	م
عَصِيَ	3	ل
عاصَى	4	م
أَعْصَى	4	ل
تَعَصَّى	5	ل
اِعْتَصَى	5	ل/م
اِسْتَعْصَى	6	ل
عَضَبَ	3	ل/م
عَضُبَ	3	ل
عَضِبَ	3	ل
عاضَبَ	4	م
أَعْضَبَ	4	م
اِنْعَضَبَ	5	ل
عَضَدَ	3	م
عَضِدَ	3	ل
عاضَدَ	4	م
تَعَضَّدَ	5	م
تَعاضَدَ	5	ل
اِعْتَضَدَ	5	ل/م
اِسْتَعْضَدَ	6	م
عَضَّ	3	م/ل
عَضَّضَ	4	م
أَعَضَّ	4	ل/م
عَضَلَ	3	ل/م
عَضِلَ	3	ل
عَضَّلَ	4	ل/م
أَعْضَلَ	4	ل/م
تَعَضَّلَ	5	م
اِسْتَعْضَلَ	6	ل
عَضَهَ	3	ل/م
عَضَّهَ	4	م
أَعْضَهَ	4	ل
عَضا	3	م
عَضَّى	4	م
عَطَبَ	3	ل
عَطِبَ	3	ل
عَطَّبَ	4	ل/م
أَعْطَبَ	4	م
اِعْتَطَبَ	5	ل/م
عَطِرَ	3	ل
عَطَّرَ	4	م
تَعَطَّرَ	5	ل
اِسْتَعْطَرَ	6	ل
عَطَسَ	3	ل
عَطَّسَ	4	م
عَطِشَ	3	ل
عَطَّشَ	4	م
أَعْطَشَ	4	ل/م
تَعَطَّشَ	5	ل
عَطَّ	3	م
عَطَّطَ	4	م
تَعَطَّطَ	5	ل
اِنْعَطَّ	5	ل
اِعْتَطَّ	5	م
عَطَفَ	3	ل/م
عَطَّفَ	4	م
تَعَطَّفَ	5	ل/م
تَعاطَفَ	5	ل
اِنْعَطَفَ	5	ل
اِعْتَطَفَ	5	م/ل
اِسْتَعْطَفَ	6	م
عَطِلَ	3	ل
عَطَّلَ	4	م
تَعَطَّلَ	5	ل
عَطَنَ	3	ل/م
عَطِنَ	3	ل
عَطَّنَ	4	ل/م
أَعْطَنَ	4	م
تَعَطَّنَ	5	ل
اِنْعَطَنَ	5	ل
عَطا	3	م/ل
عَطَّى	4	م
عاطَى	4	م
أَعْطَى	4	ل/م
تَعَطَّى	5	ل/م
تَعاطَى	5	ل/م
اِسْتَعْطَى	6	ل
عَظَرَ	3	م
أَعْظَرَ	4	م
عَظَّ	3	م
عاظَّ	4	ل/م
عَظَلَ	3	ل
عَظَّلَ	4	ل
عاظَلَ	4	ل
تَعَظَّلَ	5	ل
تَعاظَلَ	5	ل
اِعْتَظَلَ	5	ل
عَظَمَ	3	م
عَظُمَ	3	ل
عَظَّمَ	4	م
أَعْظَمَ	4	ل/م
تَعَظَّمَ	5	ل
تَعاظَمَ	5	ل/م
اِسْتَعْظَمَ	6	ل/م
عَظا	3	م
عَظَى	3	ل
عَفَتَ	3	م
عَفِتَ	3	ل
عَفَجَ	3	م
عَفِجَ	3	ل
تَعَفَّجَ	5	ل
عَفَدَ	3	ل
اِعْتَفَدَ	5	ل
عَفَرَ	3	م
عَفِرَ	3	ل
عَفَّرَ	4	ل/م
عافَرَ	4	م/ل
تَعَفَّرَ	5	ل
اِنْعَفَرَ	5	ل
اِعْتَفَرَ	5	ل/م
عَفَسَ	3	م
عافَسَ	4	م
تَعافَسَ	5	ل
اِنْعَفَسَ	5	ل
اِعْتَفَسَ	5	ل
عَفَشَ	3	م
عَفَصَ	3	م
عَفِصَ	3	ل
عَفَّصَ	4	م
أَعْفَصَ	4	م
عَفَطَ	3	ل
عَفَّ	3	ل
عَفَّفَ	4	م
أَعَفَّ	4	م/ل
تَعَفَّفَ	5	ل
اِعْتَفَّ	5	ل
اِسْتَعَفَّ	6	ل
عَفَقَ	3	ل/م
عَفَّقَ	4	م
عافَقَ	4	م
أَعْفَقَ	4	ل
تَعَفَّقَ	5	ل
اِنْعَفَقَ	5	ل
اِعْتَفَقَ	5	ل/م
عَفِكَ	3	ل
عَفَلَ	3	م
عَفِلَ	3	ل
عَفَّلَ	4	ل
عَفَنَ	3	م
عَفِنَ	3	ل
عَفَّنَ	4	م
أَعْفَنَ	4	ل/م
تَعَفَّنَ	5	ل
عَفا	3	ل/م
عَفَّى	4	ل/م
عافَى	4	م
أَعْفَى	4	ل/م
تَعَفَّى	5	ل
تَعافَى	5	ل/م
اِعْتَفَى	5	م
اِسْتَعْفَى	6	م
عَقَبَ	3	ل/م
عَقِبَ	3	ل
عَقَّبَ	4	ل/م
عاقَبَ	4	ل/م
أَعْقَبَ	4	ل/م
تَعَقَّبَ	5	ل/م
تَعاقَبَ	5	ل
اِعْتَقَبَ	5	ل/م
اِسْتَعْقَبَ	6	م
عَقَدَ	3	ل/م
عَقِدَ	3	ل
عَقَّدَ	4	م
عاقَدَ	4	م
أَعْقَدَ	4	م
تَعَقَّدَ	5	ل
تَعاقَدَ	5	ل
اِنْعَقَدَ	5	ل
اِعْتَقَدَ	5	ل/م
عَقَرَ	3	ل/م
عَقُرَ	3	ل
عَقِرَ	3	ل
عاقَرَ	4	م
أَعْقَرَ	4	ل/م
تَعَقَّرَ	5	ل
تَعاقَرَ	5	ل
اِنْعَقَرَ	5	ل
عَقَصَ	3	م
عَقِصَ	3	ل
عَقَّصَ	4	م
عَقَفَ	3	م
عَقَّفَ	4	م
تَعَقَّفَ	5	ل
اِنْعَقَفَ	5	ل
عَقَّ	3	ل
عَقَّ	3	ل/م
عاقَّ	4	م
أَعَقَّ	4	ل/م
اِنْعَقَّ	5	ل
اِعْتَقَّ	5	ل/م
عَقَلَ	3	ل/م
عَقَلَ	3	م
عَقِلَ	3	ل
عَقَّلَ	4	ل/م
عاقَلَ	4	م
تَعَقَّلَ	5	م
تَعاقَلَ	5	ل/م
اِعْتَقَلَ	5	ل/م
عَقَمَ	3	ل/م
عَقُمَ	3	ل
عَقِمَ	3	ل
عَقَّمَ	4	م
عاقَمَ	4	م
عَقا	3	ل/م
عَقَى	3	ل/م
عَقَّى	4	ل/م
أَعْقَى	4	ل/م
اِعْتَقَى	5	ل
عَكَبَ	3	ل
عَكِبَ	3	ل
عَكَّبَ	4	ل
تَعَكَّبَ	5	م
اِعْتَكَبَ	5	ل/م
عَكَدَ	3	ل/م
عَكِدَ	3	ل
أَعْكَدَ	4	ل
اِعْتَكَدَ	5	م
اِسْتَعْكَدَ	6	ل
عَكَرَ	3	ل
عَكِرَ	3	ل
عَكَّرَ	4	م
أَعْكَرَ	4	ل/م
تَعاكَرَ	5	ل
اِعْتَكرَ	5	ل
عَكَزَ	3	ل/م
تَعَكَّزَ	5	ل/م
عَكَسَ	3	م
عاكَسَ	4	م
اِنْعَكَسَ	5	ل
عَكَشَ	3	ل/م
عَكِشَ	3	ل
عَكَّشَ	4	ل
تَعَكَّشَ	5	ل
عَكَصَ	3	م
عَكِصَ	3	ل/م
تَعَكَّصَ	5	ل
عَكَظَ	3	م
عَكَّظَ	4	م
عاكَظَ	4	م
تَعَكَّظَ	5	ل
تَعاكَظَ	5	ل
عَكَفَ	3	ل/م
عَكَّفَ	4	م
تَعَكَّفَ	5	ل
اِعْتَكَفَ	5	ل
عَكَّ	3	ل
عَكَّ	3	م
عَكَلَ	3	ل/م
عَكِلَ	3	ل
أَعْكَلَ	4	ل
اِعْتَكَلَ	5	ل
عَكَمَ	3	ل/م
عَكَّمَ	4	ل
أَعْكَمَ	4	م
اِعْتَكَمَ	5	ل
عَكَّنَ	4	ل
تَعَكَّنَ	5	ل
عَكا	3	ل/م
عَكَى	3	ل
عَكَّى	4	ل
أَعْكَى	4	ل
عَلَبَ	3	ل/م
عَلِبَ	3	ل
عَلَّبَ	4	ل/م
اِسْتَعْلَبَ	6	ل/م
عَلَثَ	3	ل/م
عَلِثَ	3	ل
عَلَّثَ	4	ل/م
عالَثَ	4	م
اِعْتَلَثَ	5	ل/م
عَلَجَ	3	ل/م
عَلَّجَ	4	ل
عالَجَ	4	م/ل
تَعَلَّجَ	5	ل
اِعْتَلَجَ	5	ل
اِسْتَعْلَجَ	6	ل
عَلِدَ	3	ل
عَلِزَ	3	ل
أَعْلَزَ	4	م
عَلَسَ	3	ل
عَلَّسَ	4	ل/م
عَلَّصَ	4	ل
عَلَضَ	3	م
عَلَطَ	3	م
عَلَّطَ	4	م
تَعَلَّطَ	5	م
اِعْتَلَطَ	5	م/ل
عَلَفَ	3	ل/م
عَلَّفَ	4	ل/م
أَعْلَفَ	4	ل/م
تَعَلَّفَ	5	ل
اِعْتَلَفَ	5	ل
اِسْتَعْلَفَ	6	ل
عَلَقَ	3	ل/م
عَلِقَ	3	ل/م
عَلَّقَ	4	ل/م
عالَقَ	4	م
أَعْلَقَ	4	ل/م
تَعَلَّقَ	5	ل/م
اِعْتَلَقَ	5	م/ل
عَلَكَ	3	م
عَلَّكَ	4	م
عَلَّ	3	ل
عَلَّ	3	م
عَلَّلَ	4	ل/م
أَعَلَّ	4	ل/م
تَعَلَّلَ	5	ل
تَعالَّ	5	ل/م
اِعْتَلَّ	5	ل/م
عَلَمَ	3	م
عَلِمَ	3	ل
عَلَّمَ	4	م
عالَمَ	4	م
أَعْلَمَ	4	م/ل
تَعَلَّمَ	5	م
تَعالَمَ	5	ل/م
اِعْتَلَمَ	5	ل/م
اِسْتَعْلَمَ	6	م
عَلَنَ	3	ل
عَلِنَ	3	ل
عَلَّنَ	4	م
عالَنَ	4	م/ل
أَعْلَنَ	4	م/ل
اِعْتَلَنَ	5	ل
اِسْتَعْلَنَ	6	ل
عَلِهَ	3	ل
عَلا	3	ل/م
عَلَى	3	م/ل
عَلِيَ	3	ل
عَلَّى	4	م
عالَى	4	م/ل
أَعْلَى	4	ل/م
تَعَلَّى	5	ل
تَعالَى	5	ل
اِعْتَلَى	5	ل/م
اِسْتَعْلَى	6	ل/م
اِعْلَوْلَى	6	م
عَمَتَ	3	ل/م
عَمَّتَ	4	ل/م
عَمَجَ	3	ل
تَعَمَّجَ	5	ل
عَمَدَ	3	م/ل
عَمِدَ	3	ل
عَمَّدَ	4	م
أَعْمَدَ	4	م
تَعَمَّدَ	5	م/ل
اِنْعَمَدَ	5	ل
اِعْتَمَدَ	5	م/ل
عَمَرَ	3	ل/م
عَمُرَ	3	ل
عَمَّرَ	4	م
أَعْمَرَ	4	م
اِعْتَمَرَ	5	ل/م
اِسْتَعْمَرَ	6	م
عَمَسَ	3	ل/م
عَمُسَ	3	ل
عَمِسَ	3	ل
عَمَّسَ	4	م
عامَسَ	4	م
أَعْمَسَ	4	م
تَعامَسَ	5	ل
عَمَشَ	3	م
عَمِشَ	3	ل
عَمَّشَ	4	ل/م
اِسْتَعْمَشَ	6	م
عَمُقَ	3	ل
عَمَّقَ	4	م
تَعَمَّقَ	5	ل
عَمِلَ	3	ل
عَمَّلَ	4	م
عامَلَ	4	م
أَعْمَلَ	4	م
تَعَمَّلَ	5	ل
تَعامَلَ	5	ل
اِعْتَمَلَ	5	ل
اِسْتَعْمَلَ	6	م
عَمَّ	3	ل/م
عَمَّمَ	4	م
أَعَمَّ	4	ل
تَعَمَّمَ	5	ل/م
اِعْتَمَّ	5	ل
اِسْتَعَمَّ	6	ل/م
عَمَنَ	3	ل
عَمَهَ	3	ل
عَمِهَ	3	ل
عَمَّهَ	4	ل
عَمَى	3	ل
عَمِيَ	3	ل
عَمَّى	4	م
أَعْمَى	4	م
تَعَمَّى	5	ل
تَعامَى	5	ل
عَنَّبَ	4	ل
عَنِتَ	3	ل
عَنَّتَ	4	م
أَعْنَتَ	4	م
تَعَنَّتَ	5	م/ل
عَنَجَ	3	م
أَعْنَجَ	4	ل/م
عَنَدَ	3	ل
عانَدَ	4	ل/م
أَعْنَدَ	4	ل/م
تَعانَدَ	5	ل
اِسْتَعْنَدَ	6	ل/م
عَنَزَ	3	ل/م
أَعْنَزَ	4	م
تَعَنَّزَ	5	ل
اِعْتَنَزَ	5	ل
اِسْتَعْنَزَ	6	ل
عَنَسَ	3	ل
عَنِسَ	3	ل
عَنَّسَ	4	ل/م
أَعْنَسَ	4	ل/م
أَعْنَصَ	4	ل
عَنُفَ	3	ل
عَنَّفَ	4	م
أَعْنَفَ	4	م
اِعْتَنَفَ	5	م
عَنِقَ	3	م
عَنَّقَ	4	ل
عانَقَ	4	م
أَعْنَقَ	4	ل/م
تَعَنَّقَ	5	ل
تَعانَقَ	5	ل
اِعْتَنَقَ	5	ل/م
عَنَكَ	3	ل
عَنَّكَ	4	م
أَعْنَكَ	4	ل
تَعَنَّكَ	5	ل
اِعْتَنَكَ	5	ل
عَنَّمَ	4	م
عَنَّ	3	ل
عَنَّ	3	م
عَنَّنَ	4	م
عانَّ	4	م
أَعَنَّ	4	ل/م
تَعَنَّنَ	5	ل
اِعْتَنَّ	5	ل
عَنا	3	ل/م
عَنَى	3	ل/م
عَنِيَ	3	ل
عَنَّى	4	م
عانَى	4	م
أَعْنَى	4	م
تَعَنَّى	5	ل/م
اِعْتَنَى	5	ل
عَهَدَ	3	-
عَهِدَ	3	ل
عاهَدَ	4	م
أَعْهَدَ	4	م
تَعَهَّدَ	5	ل/م
تَعاهَدَ	5	ل/م
اِعْتَهَدَ	5	م
اِسْتَعْهَدَ	6	ل
عَهَرَ	3	ل/م
عاهَرَ	4	م
عَهَنَ	3	ل/م
عَهَنَ	3	ل
عاثَ	3	م
عَوَّثَ	4	م
تَعَوَّثَ	5	ل
عاجَ	3	ل/م
عَوِجَ	3	ل
عَوَّجَ	4	م
تَعَوَّجَ	5	ل
اِنْعاجَ	5	م/ل
اِعْوَجَّ	5	ل
عادَ	3	ل/م
عَوَّدَ	4	م
عاوَدَ	4	م
أَعادَ	4	م
تَعَوَّدَ	5	م
اِعْتادَ	5	م
اِسْتَعادَ	6	م
عاذَ	3	ل
عَوَّذَ	4	م
أَعاذَ	4	م
تَعَوَّذَ	5	ل
تَعاوَذَ	5	ل
اِسْتَعاذَ	6	ل
عارَ	3	م
عَوِرَ	3	ل
عَوَّرَ	4	م
عاوَرَ	4	م
أَعارَ	4	م
أَعْوَرَ	4	ل/م
تَعَوَّرَ	5	ل/م
تَعاوَرَ	5	م
اِعْتَوَرَ	5	م
اِعْوَرَّ	5	ل
اِسْتَعارَ	6	م
اِعْوارَّ	6	ل
عازَ	3	م
عَوِزَ	3	ل
أَعْوَزَ	4	ل/م
اِعْوَزَّ	5	ل
عاسَ	3	ل/م
عَوِسَ	3	ل
عاصَ	3	ل
عَوِصَ	3	ل
عَوَّصَ	4	ل
أَعْوَصَ	4	ل
اِعْتاصَ	5	ل
عاضَ	3	م
عَوَّضَ	4	م
عاوَضَ	4	م
تَعَوَّضَ	5	ل/م
تَعاوَضَ	5	ل
اِعْتاضَ	5	ل/م
اِسْتَعاضَ	6	م/ل
عاطَ	3	ل
اِعْتاطَ	5	ل
عافَ	3	ل
عاقَ	3	م
عَوَّقَ	4	م
تَعَوَّقَ	5	ل/م
اِعْتاقَ	5	م
عالَ	3	ل/م
عَوَّلَ	4	ل
أَعالَ	4	ل
عامَ	3	ل
عَوَّمَ	4	ل/م
عاوَمَ	4	ل/م
أَعْوَمَ	4	ل
عانَ	3	ل
عَوَّنَ	4	ل/م
عاوَنَ	4	م
أَعانَ	4	م
تَعاوَنَ	5	ل
اِسْتَعانَ	6	م/ل
عاهَ	3	ل
عَوَّهَ	4	ل
أَعاهَ	4	ل
عَوَى	3	ل/م
عَوَّى	4	ل/م
عاوَى	4	م
تَعاوَى	5	ل
اِنْعَوَى	5	ل
اِعْتَوَى	5	ل/م
اِسْتَعْوَى	6	م
عابَ	3	ل/م
عَيَّبَ	4	م
تَعَيَّبَ	5	م
عاثَ	3	ل
عَيَّثَ	4	ل
تَعَيَّثَ	5	ل
عاجَ	3	ل
عارَ	3	ل/م
عَيَّرَ	4	م
عايَرَ	4	ل/م
أَعارَ	4	م
أَعْيَرَ	4	م
تَعايَرَ	5	ل
أَعْيَسَ	4	ل
تَعَيَّسَ	5	ل
عاشَ	3	ل
عَيَّشَ	4	م
عايَشَ	4	م
أَعاشَ	4	م
تَعَيَّشَ	5	ل
تَعايَشَ	5	ل
عاطَ	3	ل
عَيِطَ	3	ل
عَيَّطَ	4	ل
تَعَيَّطَ	5	ل
عافَ	3	ل/م
عافَ	3	م
أَعافَ	4	ل
تَعَيَّفَ	5	ل
اِعْتافَ	5	ل/م
عاقَ	3	م
عَيَّقَ	4	ل
عاكَ	3	ل
عالَ	3	ل/م
