#verbs extracted from القاعدة الصرفية
# الحقل الثالث يمثل رقم جدول التصريف في القاعدة الصرفية
# الحقل الثاني: لازم، متعدي أو مشترك بينهما
verb	transitive	Table-base
نَزَّلَ	م	112
نازَلَ	م	109
أَنْزَلَ	م	102
تَنَزَّلَ	ل	126
تَنازَلَ	ل	123
اِسْتَنْزَلَ	م	129
نَزَهَ	م	3
نَزِهَ	ل	4
نَزَّهَ	م	112
تَنَزَّهَ	ل	126
اِسْتَنْزَهَ	ل	129
نَزا	ل	17
نَزَّى	م	113
أَنْزَى	م	104
تَنَزَّى	ل	127
اِنْتَزَى	ل	116
نَسَأَ	ل/م	14
نَسَّأَ	م	112
ناسَى	م	111
أَنْسَأَ	ل/م	102
اِنْتَسَأَ	ل	114
اِسْتَنْسَأَ	م	129
نَسَبَ	ل	2
نَسَبَ	م	1
ناسَبَ	م	109
أَنْسَبَ	ل	102
تَنَسَّبَ	ل	126
تَناسَبَ	ل	123
اِنْتَسَبَ	ل	114
اِسْتَنْسَبَ	م	129
نَسَجَ	ل/م	2
اِنْتَسَجَ	ل	114
نَسَحَ	م	3
نَسِحَ	ل	4
نَسَخَ	م	3
ناسَخَ	م	109
تَناسَخَ	ل	123
اِنْتَسَخَ	م	114
اِسْتَنْسَخَ	م	129
نَسَرَ	م	1/2
نَسَّرَ	م	112
تَنَسَّرَ	ل	126
اِنْتَسَرَ	ل	114
اِسْتَنْسَرَ	ل	129
نَسَّ	ل	9
نَسَّ	م	8
نَسَّسَ	م	112
أَنَسَّ	ل/م	103
تَنَسَّسَ	م	126
نَسَعَ	ل	3
نَسَّعَ	ل	112
أَنْسَعَ	ل	102
اِنْتَسَعَ	ل	114
نَسَغَ	ل/م	3
أَنْسَغَ	ل/م	102
اِنْتَسَغَ	ل	114
نَسَفَ	ل/م	2
أَنْسَفَ	ل	102
تَناسَفَ	م	123
اِنْتَسَفَ	م	114
نَسَقَ	م	1
نَسَّقَ	م	112
ناسَقَ	ل	109
أَنْسَقَ	ل	102
تَنَسَّقَ	ل	126
تَناسَقَ	ل	123
اِنْتَسَقَ	ل	114
نَسَكَ	ل/م	1
نَسُكَ	ل	7
تَنَسَّكَ	ل	126
اَنْتَسَكَ	ل	114
نَسَلَ	ل/م	1
أَنْسَلَ	ل/م	102
تَناسَلَ	ل	123
اِنْتَسَلَ	ل	114
نَسَمَ	ل	2
نَسِمَ	ل	4
نَسَّمَ	ل/م	112
ناسَمَ	م	109
تَنَسَّمَ	ل/م	126
نَسا	م	17
نَسَى	م	21
نَسِيَ	م	19
نَسَّى	م	113
ناسَى	م	111
أَنْسَى	م	104
تَناسَى	م	125
نَشَأَ	ل	14
نَشَّأَ	م	112
أَنْشَأَ	ل/م	102
تَنَشَّأَ	ل	126
اِسْتَنْشَأَ	م	129
نَشِبَ	ل/م	4
نَشَّبَ	م	112
ناشَبَ	م	109
أَنْشَبَ	ل/م	102
تَنَشَّبَ	ل	126
تَناشَبَ	ل	123
اِنْتَشَبَ	ل	114
نَشَجَ	ل	2
نَشَحَ	ل/م	3
اِنْتَشَحَ	ل/م	114
نَشَدَ	ل/م	1
ناشَدَ	م	109
أَنْشَدَ	م/ل	102
تَنَشَّدَ	م	126
تَناشَدَ	م	123
اِسْتَنْشَدَ	م	129
نَشَرَ	ل/م	1
نَشِرَ	ل	4
نَشَّرَ	م	112
ناشَرَ	م	109
أَنْشَرَ	م	102
تَنَشَّرَ	ل	126
تَناشَرَ	م	123
اِنْتَشَرَ	ل	114
اِسْتَنْشَرَ	م	129
نَشَزَ	ل	1/2
أَنْشَزَ	م	102
تَنَشَّزَ	ل	126
نَشَّ	ل	9
نَشَّ	م	8
نَشَصَ	ل/م	1
أَنْشَصَ	م	102
اِنْتَشَصَ	م	114
نَشَطَ	ل/م	2
نَشَطَ	م	1
نَشِطَ	ل	4
نَشَّطَ	م	112
أَنْشَطَ	م	102
تَنَشَّطَ	ل/م	126
اِنْتَشَطَ	ل/م	114
اِسْتَنْشَطَ	ل	129
نَشَعَ	ل/م	3
أَنْشَعَ	م	102
اِنْتَشَعَ	م	114
نَشَغَ	ل/م	3
أَنْشَغَ	ل/م	102
تَنَشَّغَ	ل	126
اِنْتَشَغَ	م	114
نَشَفَ	ل/م	1
نَشِفَ	ل/م	4
نَشَّفَ	ل/م	112
أَنْشَفَ	ل/م	102
تَنَشَّفَ	ل/م	126
اِنْتَشَفَ	ل/م	114
نَشِقَ	ل/م	4
أَنْشَقَ	ل/م	102
تَنَشَّقَ	م	126
اِنْتَشَقَ	م	114
اِسْتَنْشَقَ	م	129
نَشَلَ	ل/م	1
نَشَّلَ	م	112
أَنْشَلَ	م	102
اِنْتَشَلَ	م	114
نَشِمَ	ل	4
نَشَّمَ	ل	112
تَنَشَّمَ	ل/م	126
نَشِيَ	ل/م	19
أَنْشَى	م	104
تَنَشَّى	ل/م	127
اِنْتَشَى	ل/م	116
اِسْتَنْشَى	ل/م	131
نَصَبَ	ل/م	2
نَصِبَ	ل	4
نَصَّبَ	م	112
ناصَبَ	م	109
تَنَصَّبَ	ل	126
تَناصَبَ	م	123
اِنْتَصَبَ	ل	114
نَصَتَ	ل	2
أَنْصَتَ	ل/م	102
تَنَصَّتَ	ل	126
اِنْتَصَتَ	ل	114
اِسْتَنْصَتَ	ل/م	129
نَصَحَ	ل/م	3
ناصَحَ	م	109
أَنْصَحَ	م	102
تَنَصَّحَ	ل/م	126
اِنْتَصَحَ	ل/م	114
اِسْتَنْصَحَ	م	129
نَصَرَ	م	1
نَصَّرَ	م	112
ناصَرَ	م	109
تَنَصَّرَ	ل	126
تَناصَرَ	ل	123
اِنْتَصَرَ	ل	114
اِسْتَنْصَرَ	ل/م	129
نَصَّ	ل	9
نَصَّ	ل/م	8
نَصَّصَ	م	112
ناصَّ	م	110
تَناصَّ	ل	124
اِنْتَصَّ	ل	115
نَصَعَ	ل	3
ناصَعَ	م	109
أَنْصَعَ	ل	102
نَصَفَ	ل/م	1
نَصَّفَ	ل/م	112
ناصَفَ	م	109
أَنْصَفَ	ل/م	102
تَنَصَّفَ	ل/م	126
تَناصَفَ	ل	123
اِنْتَصَفَ	ل/م	114
اِسْتَنْصَفَ	ل/م	129
نَصَلَ	ل/م	1
نَصَّلَ	م	112
أَنْصَلَ	م	102
تَنَصَّلَ	ل/م	126
تَناصَلَ	ل	123
اِنْتَصَلَ	ل	114
اِسْتَنْصَلَ	م	129
نَصا	م	17
ناصَى	م	111
أَنْصَى	ل/م	104
تَناصَى	ل	125
اِنْتَصَى	ل/م	116
نَضَبَ	ل	1
نَضَّبَ	ل	112
نَضِجَ	ل	4
نَضَّجَ	م	112
أَنْضَجَ	م	102
اِسْتَنْضَجَ	م	129
نَضَحَ	ل/م	3
ناضَحَ	م/ل	109
أَنْضَحَ	ل/م	102
تَنَضَّحَ	ل	126
اِنْتَضَحَ	ل	114
نَضَخَ	ل/م	3
ناضَخَ	م	109
أَنْضَخَ	ل	102
اِنْتَضَخَ	ل	114
نَضَدَ	م	2
نَضَّدَ	م	112
تَنَضَّدَ	ل	126
نَضَرَ	ل/م	1
نَضُرَ	ل	7
نَضِرَ	ل	4
نَضَّرَ	م	112
أَنْضَرَ	ل/م	102
اِسْتَنْضَرَ	م	129
نَضَّ	ل/م	9
أَنَضَّ	م	103
تَنَضَّضَ	م	126
اِسْتَنَضَّ	م	130
نَضَفَ	ل/م	1
نَضِفَ	ل	4
أَنْضَفَ	ل/م	102
اِنْتَضَفَ	م	114
نَضَلَ	م	1
نَضِلَ	ل	4
ناضَلَ	ل/م	109
أَنْضَلَ	م	102
تَنَضَّلَ	م	126
تَناضَلَ	ل	123
اِنْتَضَلَ	ل/م	114
نَضا	ل/م	17
نَضَى	م	21
نَضَّى	م	113
أَنْضَى	ل/م	104
تَنَضَّى	م	127
اِنْتَضَى	م	116
نَطَبَ	م	1
نَطَحَ	م	3
ناطَحَ	م	109
تَناطَحَ	ل	123
اِنْتَطَحَ	ل	114
نَطَرَ	م	1
نَطِسَ	ل	4
تَنَطَّسَ	ل/م	126
نَطَّ	ل	9
نَطَّ	م	8
نَطَعَ	م	3
تَنَطَّعَ	ل	126
نَطَفَ	ل/م	2
نَطِفَ	ل	4
نَطَّفَ	م	112
أَنْطَفَ	م	102
تَنَطَّفَ	ل	126
نَطَقَ	ل	2
نَطُقَ	ل	7
نَطَّقَ	م	112
ناطَقَ	م	109
أَنْطَقَ	م	102
تَنَطَّقَ	ل	126
تَناطَقَ	ل	123
اِنْتَطَقَ	ل/م	114
اِسْتَنْطَقَ	م	129
نَطَلَ	م	1
نَطَّلَ	م	112
اِنْتَطَلَ	ل	114
نَطا	ل/م	17
ناطَى	م	111
أَنْطَى	م	104
تَناطَى	ل	125
نَظَرَ	ل/م	1
نَظَّرَ	م	112
ناظَرَ	م	109
أَنْظَرَ	م	102
تَنَظَّرَ	م	126
تَناظَرَ	ل	123
اِنْتَظَرَ	م	114
اِسْتَنْظَرَ	م	129
نَظُفَ	ل	7
نَظَّفَ	م	112
تَنَظَّفَ	ل	126
اِسْتَنْظَفَ	م	129
نَظَمَ	م	2
نَظَّمَ	م	112
تَنَظَّمَ	ل	126
تَناظَمَ	ل	123
اِنْتَظَمَ	ل/م	114
نَعَبَ	ل	3
أَنْعَبَ	ل	102
نَعَتَ	م	3
نَعُتَ	ل	7
أَنْعَتَ	ل	102
تَنَعَّتَ	م	126
تَناعَتَ	م	123
اِنْتَعَتَ	ل/م	114
اِسْتَنْعَتَ	م	129
نَعَثَ	م	3
أَنْعَثَ	ل	102
نَعَجَ	ل	1
نَعِجَ	ل	4
أَنْعَجَ	ل	102
نَعَرَ	ل	3
نَعِرَ	ل	4
نَعَسَ	ل	3
أَنْعَسَ	ل/م	102
تَناعَسَ	ل	123
نَعَشَ	م	3
نَعَّشَ	م	112
أَنْعَشَ	م	102
اِنْتَعَشَ	ل	114
نَعَّ	ل	9
نَعَقَ	ل	3
نَعَلَ	م	3
نَعِلَ	ل	4
نَعَّلَ	م	112
أَنْعَلَ	ل/م	102
تَنَعَّلَ	ل/م	126
اِنْتَعَلَ	ل/م	114
نَعُمَ	ل	7
نَعِمَ	ل	4
نَعَّمَ	ل/م	112
ناعَمَ	ل/م	109
أَنْعَمَ	ل/م	102
تَنَعَّمَ	ل/م	126
تَناعَمَ	ل	123
نَعا	ل	17
نَعَى	م/ل	22
أَنْعَى	م	104
تَناعَى	ل	125
اِسْتَنْعَى	ل/م	131
نَغَبَ	ل/م	3
نَغَتَ	م	3
نَغَرَ	ل	2
نَغِرَ	ل	4
نَغَّرَ	ل/م	112
أَنْغَرَ	ل	102
تَنَغَّرَ	ل	126
تَناغَرَ	ل	123
نَغَزَ	ل/م	3
نَغَشَ	ل	3
تَنَغَّشَ	ل	126
اِنْتَعَشَ	ل	114
نَغَصَ	ل/م	3
نَغِصَ	ل	4
نَغَّصَ	م/ل	112
أَنْغَصَ	م	102
تَنَغَّصَ	ل	126
تَناغَصَ	ل	123
نَغَضَ	ل	1/2
أَنْغَضَ	م	102
تَنَغَّضَ	ل	126
نَغَفَ	ل	4
نَغَقَ	ل	3/2
نَغُلَ	ل	7
نَغِلَ	ل	4
أَنْغَلَ	م	102
نَغَمَ	ل	3
ناغَمَ	م	109
تَنَغَّمَ	ل	126
نَغَى	ل	21
ناغَى	م	111
نَفَتَ	ل	2
تَنافَتَ	ل	123
نَفَثَ	ل/م	1/2
نَفَجَ	ل/م	1/2
أَنْفَجَ	ل	102
تَنَفَّجَ	ل/م	126
اِنْتَفَجَ	ل/م	114
اِسْتَنْفَجَ	م	129
نَفَحَ	ل/م	3
نافَحَ	ل/م	109
اِنْتَفَحَ	ل	114
نَفَخَ	ل/م	1
نَفِخَ	ل	4
نَفَّخَ	ل	112
اِنْتَفَخَ	ل	114
نَفَدَ	ل	4
نافَدَ	م	109
أَنْفَدَ	ل/م	102
تَنافَدَ	ل	123
اِنْتَفَدَ	م/ل	114
اِسْتَنْفَدَ	م	129
نَفَذَ	ل/م	1
نَفَّذَ	م	112
أَنْفَذَ	م	102
تَنافَذَ	ل	123
نَفَرَ	ل/م	2
نَفَّرَ	م/ل	112
نافَرَ	م	109
أَنْفَرَ	ل/م	102
تَنافَرَ	ل	123
اِسْتَنْفَرَ	ل/م	129
نَفَزَ	ل	2
نَفَّزَ	م	112
تَنافَزَ	ل	123
نَفَسَ	م	1
نَفُسَ	ل	7
نَفِسَ	ل/م	4
نَفَّسَ	ل/م	112
نافَسَ	ل/م	109
أَنْفَسَ	ل	102
تَنَفَّسَ	ل/م	126
تَنافَسَ	ل	123
نَفَشَ	ل/م	1
نَفَّشَ	م	112
أَنْفَشَ	م	102
تَنَفَّشَ	ل	126
اِنْتَفَشَ	ل	114
نَفَصَ	ل	2
أَنْفَصَ	ل	102
نَفَضَ	ل/م	1
نَفَّضَ	م	112
أَنْفَضَ	ل/م	102
اِنْتَفَضَ	ل/م	114
اِسْتَنْفَضَ	ل/م	129
نَفَطَ	ل	2
نَفِطَ	ل	4
أَنْفَطَ	م	102
تَنَفَّطَ	ل	126
نَفَعَ	م	3
نَفَّعَ	م	112
أَنْفَعَ	ل	102
اِنْتَفَعَ	ل	114
اِسْتَنْفَعَ	م	129
نَفَّ	م	8
نَفَّ	ل	9
نَفَّ	م	10
نَفَقَ	ل	1
نَفَّقَ	م	112
نافَقَ	ل	109
أَنْفَقَ	ل/م	102
اِسْتَنْفَقَ	م	129
نَفَلَ	ل/م	1
نَفَّلَ	ل/م	112
أَنْفَلَ	ل/م	102
تَنَفَّلَ	ل	126
اِنْتَفَلَ	ل/م	114
نَفَهَ	ل	3
نَفِهَ	ل	4
نَفَّهَ	م	112
أَنْفَهَ	ل/م	102
اِسْتَنْفَهَ	ل	129
نَفا	م	17
نَفَى	م	21
نافَى	م	111
تَنافَى	ل	125
اِنْتَفَى	ل	116
نَقَبَ	ل/م	1
نَقُبَ	ل	7
نَقِبَ	ل	4
نَقَّبَ	ل	112
ناقَبَ	م	109
تَنقَّبَ	ل/م	126
نَقَثَ	ل/م	1
نَقَّثَ	ل/م	112
تَنَقَّثَ	ل/م	126
اِنْتَقَثَ	ل/م	114
نَقَحَ	م	3
نَقَّحَ	م	112
ناقَحَ	م	109
تَنقَّحَ	ل	126
اِنْتَقَحَ	م	114
نَقَخَ	م	3
اِنْتَقَخَ	م	114
نَقَدَ	م/ل	1
نَقِدَ	ل	4
ناقَدَ	م	109
أَنْقَدَ	ل	102
تَنَقَّدَ	م	126
تَناقَدَ	م	123
اِنْتَقَدَ	ل/م	114
نَقِذَ	ل	4
نَقَّذَ	م	112
أَنْقَذَ	م	102
تَنَقَّذَ	م	126
اِسْتَنْقَذَ	م	129
نَقَرَ	ل/م	1
نَقِرَ	ل	4
نَقَّرَ	ل/م	112
ناقَرَ	م	109
أَنْقَرَ	ل	102
تَنَقَّرَ	م/ل	126
اِنْتَقَرَ	م/ل	114
نَقَزَ	ل/م	1/2
نَقَّزَ	م	112
أَنْقَزَ	ل/م	102
اِنْتَقَزَ	ل/م	114
نَقَسَ	ل/م	1
نَقَّسَ	م	112
ناقَسَ	م	109
نَقَشَ	م	1
ناقَشَ	م	109
أَنْقَشَ	ل	102
اِنْتَقَشَ	ل/م	114
نَقَصَ	ل/م	1
نَقَّصَ	م	112
أَنْقَصَ	م	102
تَنَقَّصَ	م	126
تَناقَصَ	ل	123
اِنْتَقَصَ	ل/م	114
اِسْتَنْقَصَ	م	129
نَقَضَ	م	1
نَقَّضَ	ل/م	112
ناقَضَ	ل/م	109
أَنْقَضَ	ل/م	102
تَنَقَّضَ	ل	126
تَناقَضَ	ل	123
اِنْتَقَضَ	ل	114
اِنْقاضَّ	ل	135
نَقَطَ	ل/م	1
نَقَّطَ	م	112
تَنَقَّطَ	ل/م	126
نَقَعَ	ل/م	3
أَنْقَعَ	م	102
اِنْتَقَعَ	ل/م	114
اِسْتَنْقَعَ	ل	129
نَقَفَ	م/ل	1
ناقَفَ	م	109
أَنْقَفَ	ل/م	102
اِنْتَقَفَ	م	114
نَقَّ	ل	9
أَنَقَّ	ل	103
نَقَلَ	م	1
نَقِلَ	ل	4
نَقَّلَ	م	112
ناقَلَ	ل/م	109
أَنْقَلَ	م	102
تَنَقَّلَ	ل	126
تَناقَلَ	م	123
اِنْتَقَلَ	ل	114
نَقَمَ	ل/م	2
نَقِمَ	م	4
نَقَّمَ	م	112
اِنْتَقَمَ	ل	114
نَقَهَ	ل/م	4
نَقِهَ	ل/م	4
أَنْقَهَ	م	102
اِنْتَقَهَ	ل	114
اِسْتَنْقَهَ	ل	129
نَقا	م	17
نَقِيَ	ل	19
نَقَّى	م	113
أَنْقَى	ل/م	104
تَنَقَّى	م	127
اِنْتَقَى	م	116
نَكَأَ	م	14
اِنْتَكَأَ	م	114
نَكَبَ	ل/م	1
نَكُبَ	ل	7
نَكِبَ	ل	4
نَكَّبَ	ل/م	112
تَنَكَّبَ	ل/م	126
اِنْتَكَبَ	م	114
نَكَتَ	م/ل	1
نَكَّتَ	ل	112
اِنْتَكَتَ	ل1	14
نَكَثَ	م	1
ناكَثَ	م	109
تَناكَثَ	م	123
اِنْتَكَثَ	ل	114
نَكَحَ	ل/م	2
أَنْكَحَ	م	102
تَناكَحَ	ل	123
اِسْتَنْكَحَ	م/ل	129
نَكَدَ	م	1
نَكِدَ	ل	4
نَكَّدَ	م	112
ناكَدَ	م	109
أَنْكَدَ	ل/م	102
تَنَكَّدَ	ل	126
تَناكَدَ	ل	123
نَكُرَ	ل	7
نَكِرَ	ل/م	4
نَكَّرَ	م	112
ناكَرَ	م	109
أَنْكَرَ	م	102
تَنَكَّرَ	ل	126
تَناكَرَ	ل/م	123
اِسْتَنْكَرَ	م	129
نَكَزَ	م	1
نَكِزَ	ل	4
نَكَّزَ	م	112
أَنْكَزَ	م	102
نَكَسَ	م	1
نَكَّسَ	ل/م	112
تَنَكَّسَ	ل	126
اِنْتَكَسَ	ل	114
نَكَشَ	م	1
اِنْتَكَشَ	م	114
نَكَصَ	ل	1/2
نَكِظَ	ل	4
نَكَّظَ	م	112
أَنْكَظَ	م	102
تَنَكَّظَ	ل	126
نَكَعَ	ل/م	3
نَكِعَ	ل	4
نَكَّعَ	م	112
أَنْكَعَ	ل/م	102
نَكَفَ	ل/م	1
نَكِفَ	ل	4
نَكَّفَ	ل	112
ناكَفَ	م	109
أَنْكَفَ	م	102
تَناكَفَ	م	123
اِنْتَكَفَ	ل/م	114
اِسْتَنْكَفَ	ل/م	129
نَكَلَ	ل/م	1
نَكِلَ	ل	4
نَكَّلَ	ل/م	112
أَنْكَلَ	م	102
نَكَهَ	ل/م	3
نَكِهَ	ل/م	4
نَكَى	م/ل	21
نَكِيَ	ل	23
نَمَرَ	ل	1
نَمِرَ	ل	4
نَمَّرَ	ل/م	112
أَنْمَرَ	ل	102
تَنَمَّرَ	ل	126
نَمَسَ	م	2
نَمِسَ	ل	4
نَمَّسَ	ل/م	112
نامَسَ	ل	109
أَنْمَسَ	ل	102
تَنَمَّسَ	ل	126
اِنَّمَسَ	ل	119
نَمَشَ	م	1
نَمِشَ	ل	4
نَمَّشَ	م	112
أَنْمَشَ	ل	102
نَمَصَ	ل/م	1
نَمِصَ	ل	4
نَمَّصَ	م	112
أَنْمَصَ	ل	102
تَنَمَّصَ	ل	126
اِنْتَمَصَ	ل	114
نَمَطَّ	م/ل	112
أَنْمَطَ	م	102
نَمَّغَ	م	112
نَمَقَ	م	1
نَمَّقَ	م	112
أَنْمَقَ	ل	102
نَمَلَ	ل	1
نَمِلَ	ل	4
نَمَّلَ	م	112
تَنَمَّلَ	ل	126
نَمَّ	ل/م	8/9
نَما	م/ل	17
نَمَى	ل/م	21
نَمَّى	م	113
أَنْمَى	ل/م	104
تَنَمَّى	ل	127
اِنْتَمَى	ل	116
نَهَأَ	ل/م	14
نَهِئَ	ل	15
أَنْهَأَ	م	102
نَهَبَ	م	3
ناهَبَ	م	109
أَنْهَبَ	م	102
تَناهَبَ	ل/م	123
اِنْتَهَبَ	م	114
نَهَتَ	ل	3
نَهَجَ	ل/م	3
نَهِجَ	ل	4
أَنْهَجَ	ل/م	102
اِنْتَهَجَ	م	114
اِسْتَنْهَجَ	ل/م	129
نَهَدَ	ل	3
نَهُدَ	ل	7
ناهَدَ	م	109
أَنْهَدَ	م	102
تَنَهَّدَ	ل	126
تَناهَدَ	ل/م	123
نَهَرَ	ل/م	3
نَهِرَ	ل	4
أَنْهَرَ	ل/م	102
اِنتَهَرَ	ل/م	114
اِسْتَنْهَرَ	ل	129
نَهَزَ	ل/م	3
ناهَزَ	م	109
أَنْهَزَ	م	102
تَناهَزَ	م	123
اِنْتَهَزَ	ل/م	114
نَهَسَ	م	3
اِنْتَهَسَ	م	114
نَهَشَ	م	3
اِنْتَهَشَ	ل/م	114
نَهَضَ	ل/م	3
ناهَضَ	م	109
أَنْهَضَ	م	102
تَناهَضَ	ل	123
اِسْتَنْهَضَ	م	129
نَهَطَ	م	3
نَهَفَ	ل	3
نَهَقَ	ل	3
تَناهَقَ	ل	123
نَهَكَ	م/ل	3
نَهُكَ	ل	7
أَنْهَكَ	م	102
اِنْتَهَكَ	م/ل	114
نَهِلَ	ل	4
أَنْهَلَ	ل/م	102
نَهَمَ	ل/م	2
نَهَمَ	م	3
نَهِمَ	ل	4
نَهَى	ل	22
نَهُوَ	ل	24
نَهِيَ	ل	23
نَهَّى	ل/م	113
أَنْهَى	ل/م	104
تَناهَى	ل	125
اِنْتَهَى	ل	116
اِسْتَنْهَى	م	131
ناءَ	ل	38
ناوَأَ	م	109
أَناءَ	ل/م	105
اِسْتَناءَ	ل/م	132
نابَ	ل	34
نَوَّبَ	م	112
ناوَبَ	م	109
أَنابَ	ل/م	105
تَناوَبَ	م/ل	123
اِنْتابَ	م	117
اِسْتَنابَ	م	132
ناتَ	ل	34
ناجَ	ل	34
ناحَ	ل/م	34
ناوَحَ	م	109
تَنَوَّحَ	ل	126
تَناوَحَ	ل	123
اِسْتَناحَ	ل/م	132
نَوَّخَ	م	112
أَناخَ	ل/م	105
تَنَوَّخَ	ل/م	126
اِسْتَناخَ	ل	132
نادَ	ل	34
تَنَوَّدَ	ل	126
نارَ	ل/م	34
نَوَّرَ	ل/م	112
ناوَرَ	م	109
أَنارَ	ل/م	105
تَنَوَرَ	ل/م	126
اِسْتَنارَ	ل	132
ناسَ	ل/م	34
نَوَّسَ	ل	112
أَناسَ	م	105
تَنَوَّسَ	ل	126
ناشَ	ل/م	34
ناوَشَ	م	109
تَنَوَشَ	م	126
تَناوَشَ	ل	123
اِنْتاشَ	م	117
ناصَ	ل/م	34
ناوَصَ	م	109
أَناصَ	م	105
اِنْتاصَ	ل	117
اِسْتَناصَ	ل/م	132
ناضَ	ل/م	34
نَوَّضَ	م	112
أَناضَ	ل	105
ناطَ	م	34
نَوَّطَ	م	112
أَناطَ	ل/م	105
اِنْتاطَ	ل/م	117
ناعَ	ل/م	34
نَوَّعَ	م	112
تَنَوَّعَ	ل	126
اِسْتَناعَ	ل	132
نافَ	ل/م	34
أَنافَ	ل	105
ناقَ	ل	34
نَوِقَ	ل	35
نَوَّقَ	م	112
تَنَوَّقَ	ل	126
اِنْتاقَ	ل/م	117
اِسْتَنْوَقَ	ل	129
نَوِكَ	ل	35
أَنْوَكَ	م	102
اِسْتَنْوَكَ	ل/م	129
نالَ	ل/م	34
نالَ	ل	36
نَوَّلَ	ل/م	112
ناوَلَ	م	109
أَنالَ	ل/م	105
تَنَوَّلَ	ل/م	126
تَناوَلَ	م	123
نامَ	ل	36
نامَ	م	34
نَوَّمَ	ل/م	112
ناوَمَ	م	109
أَنامَ	م	105
تَنَوَّمَ	ل/م	126
تَناوَمَ	ل	123
اِسْتَنامَ	ل	132
نَوَّنَ	م	112
ناهَ	ل/م	34
نَوَّهَ	ل/م	112
نَوَى	ل/م	43
نَوَّى	ل/م	113
أَنْوَى	ل/م	104
تَنَوَّى	م	127
اِنْتَوَى	ل/م	116
اِسْتَنْوَى	ل	131
ناءَ	ل	49
نَيَّأَ	م	112
أَناءَ	م	105
أَنْيَأَ	م	102
نابَ	م	45
نَيَّبَ	ل/م	112
تَنَيَّبَ	ل	126
ناحَ	ل	45
نَيَّحَ	م	112
نارَ	م	45
نَيَّرَ	م	112
نايَرَ	م	109
أَنارَ	ل/م	105
تَنايَرَ	ل	123
ناصَ	ل	45
ناضَ	ل	45
ناطَ	ل	45
اِنْتاطَ	ل	117
ناعَ	ل	45
اِسْتَناعَ	ل	132
تَنَيَّقَ	ل	126
نالَ	ل/م	47
أَنالَ	م	105
تَنايَلَ	ل	123
اِسْتَنالَ	م	132
ناهَ	ل	45
هَبَّ	ل	8
أَهَبَّ	م	103
تَهَبَّبَ	ل	126
اِهْتَبَّ	ل/م	115
هَبَتَ	ل/م	2
هَبَجَ	م	2
هَبِجَ	ل	4
هَبَّجَ	م	112
هَبَدَ	م	2
اِهْتَبَدَ	ل/م	114
هَبَذَ	ل	2
هَبَرَ	م	1
هَبِرَ	ل	4
أَهْبَرَ	ل	102
اِهْتَبَرَ	ل/م	114
هَبَزَ	ل	2
هَبَشَ	م/ل	2
هَبِشَ	ل	4
هَبَّشَ	م/ل	112
تَهَبَّشَ	ل/م	126
اِهْتَبَشَ	ل/م	114
هَبَصَ	ل	2
هَبِصَ	ل	4
اِنْهَبَصَ	ل	119
اِهْتَبَصَ	ل	114
هَبَطَ	ل/م	2
هَبَّطَ	م	112
أَهْبَطَ	م	102
تَهَبَّطَ	ل	126
اِنْهَبَطَ	ل	119
هَبَعَ	ل	2
أَهْبَعَ	ل	102
اِسْتَهْبَعَ	م	129
هَبَغَ	ل	3
اِنْهَبَكَ	ل	119
هَبُلَ	ل	7
هَبِلَ	ل/م	4
هَبَّلَ	ل/م	112
أَهْبَلَ	ل/م	102
تَهَبَّلَ	ل	126
اِهْتَبَلَ	ل/م	114
هَبا	ل	17
هَبَّى	م	113
أَهْبَى	م	104
تَهَبَّى	ل	127
هَتَأَ	م	14
هَتِئَ	ل	15
تَهَتَّأَ	ل	126
هَتَّ	ل	9
هَتَّ	م	8
هَتَرَ	ل/م	1
هَتَّرَ	م	112
هاتَرَ	م	109
أَهْتَرَ	ل/م	102
تَهَتَّرَ	ل	126
تَهاتَرَ	ل	123
اِسْتَهْتَرَ	-	129
هَتَشَ	م	2
هَتَفَ	ل/م	2
هَتَّفَ	ل/م	112
هَتَكَ	م	2
هَتَّكَ	م	112
هاتَكَ	م	109
تَهَتَّكَ	ل	126
هَتَمَ	م	2
هَتِمَ	ل	4
هَتَّمَ	م	112
أَهْتَمَ	م	102
تَهَتَّمَ	ل	126
تَهاتَمَ	ل	123
هَتَنَ	ل	2
هَتا	م	17
هاتَى	ل/م	111
هَثَّ	ل/م	8
هَثَمَ	ل/م	2
هَثَى	ل/م	21
هاثَى	م	111
هَجَأَ	ل/م	14
هَجِئَ	ل	15
أَهْجَأَ	م	102
هَجَّ	ل	9
هَجَّجَ	ل/م	112
اِهْتَجَّ	ل	115
اِسْتَهَجَّ	ل/م	130
هَجَدَ	ل	1
هَجَّدَ	م	112
أَهْجَدَ	ل/م	102
تَهَجَّدَ	ل	126
هَجَرَ	ل/م	1
هَجَّرَ	ل/م	112
هاجَرَ	ل/م	109
أَهْجَرَ	ل	102
تَهَّجَرَ	ل	126
تَهاجَرَ	ل/م	123
هَجَسَ	ل/م	2
هاجَسَ	م	109
تَهاجَسَ	ل	123
هَجَشَ	ل/م	1
هَجَعَ	ل	3
هَجَّعَ	ل	112
أَهْجَعَ	م	102
هَجَفَ	ل	1/2
هَجِفَ	ل	4
اِنْهَجَفَ	ل	119
هجَلَ	ل	1
هَجَّلَ	م/ل	112
هاجَلَ	ل/م	109
أَهْجَلَ	ل/م	102
